Date,iron ore 62,UAHUSD,RUBUSD,EURUSD,TRYUSD,PLNUSD,CNYUSD,INRUSD
18/12/2014,67.7,0.0632,0.01614,1.2286,0.43048,0.2891,0.16089,0.015872
19/12/2014,67.6,0.0632,0.0168,1.2229,0.43224,0.2868,0.16073,0.015783
22/12/2014,67.6,0.0624,0.01792,1.223,0.43196,0.287,0.16074,0.015806
23/12/2014,66.9,0.0636,0.0183,1.2172,0.43079,0.283,0.16065,0.015762
24/12/2014,67,0.0634,0.01876,1.2196,0.43178,0.2808,0.16082,0.015742
25/12/2014,66.4,0.0632,0.01889,1.2225,0.43261,0.2817,0.16114,
26/12/2014,66.3,0.0633,0.01852,1.2183,0.43148,0.2777,0.16058,0.015708
29/12/2014,66.8,0.0632,0.01693,1.2152,0.43132,0.2819,0.16076,0.015707
30/12/2014,69.3,0.0633,0.01803,1.2156,0.42953,0.2842,0.16124,0.015789
31/12/2014,69.3,0.0633,0.01723,1.2098,0.42873,0.2823,0.16113,0.015813
5/1/2015,69.8,0.0632,0.01652,1.1933,0.42909,0.2782,0.16072,0.015755
6/1/2015,70.6,0.0632,0.01584,1.189,0.43056,0.2753,0.16088,0.015759
7/1/2015,70.6,0.0632,0.01594,1.1839,0.43142,0.2757,0.16099,0.015833
8/1/2015,70.6,0.0633,0.01661,1.1793,0.43501,0.2754,0.16099,0.016007
9/1/2015,70.6,0.0628,0.01614,1.1842,0.43567,0.2776,0.16101,0.016109
12/1/2015,70.2,0.0628,0.01584,1.1834,0.43757,0.2768,0.16118,0.016111
13/01/2015,69.8,0.0632,0.01529,1.1773,0.43744,0.2748,0.16142,0.016136
14/01/2015,69.4,0.0627,0.01547,1.1789,0.43834,0.2769,0.16142,0.016082
15/01/2015,69.4,0.0632,0.01533,1.1633,0.43262,0.2696,0.16167,0.016149
16/01/2015,68.8,0.0643,0.01532,1.1567,0.42951,0.2687,0.16114,0.016228
19/01/2015,67.9,0.0631,0.0154,1.1606,0.42762,0.2681,0.16075,0.016212
20/01/2015,67.9,0.0632,0.01533,1.155,0.42633,0.2667,0.16085,0.016199
21/01/2015,67.6,0.0633,0.01534,1.161,0.42541,0.27,0.16108,0.016251
22/01/2015,66.9,0.0632,0.01557,1.1366,0.43005,0.2671,0.16118,0.016288
23/01/2015,65.9,0.0632,0.01545,1.1204,0.42547,0.2664,0.16047,0.016277
26/01/2015,65.5,0.0631,0.01509,1.1238,0.42474,0.2666,0.15994,0.01628
27/01/2015,64.7,0.0627,0.01477,1.1381,0.42294,0.2684,0.16025,0.016272
28/01/2015,64.2,0.0628,0.01475,1.1287,0.41895,0.2658,0.1601,0.016295
29/01/2015,64.2,0.0628,0.01453,1.132,0.41387,0.2686,0.16003,0.016181
30/01/2015,64.2,0.0617,0.01442,1.1291,0.40928,0.2696,0.15989,0.016096
2/2/2015,63.8,0.0617,0.01464,1.1341,0.41128,0.2706,0.15978,0.016208
3/2/2015,63.8,0.0614,0.01534,1.1481,0.41641,0.2751,0.15974,0.016232
4/2/2015,64,0.0597,0.01468,1.1345,0.40537,0.2719,0.16006,0.016173
5/2/2015,63.9,0.0411,0.01502,1.1477,0.41039,0.2754,0.15996,0.016201
6/2/2015,64,0.0396,0.01501,1.1316,0.4039,0.2722,0.16014,0.016129
9/2/2015,64,0.04,0.01521,1.1325,0.40372,0.2707,0.15999,0.016093
10/2/2015,63.7,0.039,0.01528,1.1321,0.40059,0.2695,0.16025,0.016044
11/2/2015,64,0.0385,0.01533,1.1336,0.39977,0.2693,0.16017,0.01603
12/2/2015,64,0.0375,0.01532,1.1403,0.40539,0.2737,0.1601,0.01609
13/02/2015,64.8,0.0383,0.01595,1.1394,0.407,0.272,0.16014,0.016107
16/02/2015,64.7,0.0379,0.01583,1.1355,0.40708,0.272,0.16002,0.016079
17/02/2015,64.6,0.0379,0.016,1.1411,0.40777,0.2723,0.15975,0.016085
25/02/2015,64.6,0.0406,0.01629,1.1361,0.40191,0.2732,0.15975,0.016165
26/02/2015,64.3,0.0297,0.01637,1.1198,0.39888,0.2698,0.15979,0.016197
27/02/2015,64.2,0.0367,0.01586,1.1196,0.39875,0.2697,0.15958,0.016235
2/3/2015,64.1,0.0378,0.01601,1.1184,0.39727,0.2689,0.1594,0.016165
3/3/2015,63.7,0.0413,0.01616,1.1176,0.39434,0.2683,0.15931,0.016173
4/3/2015,63.5,0.0444,0.01616,1.1078,0.38989,0.2669,0.15954,0.016049
5/3/2015,62.1,0.0426,0.0164,1.103,0.38353,0.2661,0.15968,0.016026
6/3/2015,62.1,0.044,0.01657,1.0844,0.38105,0.2625,0.15963,0.015926
9/3/2015,61.7,0.0428,0.01652,1.0852,0.38441,0.2637,0.15972,0.015966
10/3/2015,61,0.0463,0.01607,1.0698,0.37893,0.2571,0.15974,0.015913
11/3/2015,60.3,0.0455,0.01628,1.0547,0.38312,0.2558,0.1597,0.015929
12/3/2015,60.3,0.0463,0.01636,1.0635,0.3869,0.2568,0.15962,0.016004
13/03/2015,60.4,0.0462,0.0161,1.0496,0.37882,0.2529,0.15976,0.015853
16/03/2015,60.4,0.0457,0.01605,1.0568,0.38073,0.2559,0.15969,0.015929
17/03/2015,60.3,0.0447,0.01629,1.0597,0.38298,0.2562,0.16,0.015966
18/03/2015,60,0.0427,0.01689,1.0864,0.38906,0.2629,0.16052,0.016074
19/03/2015,59.6,0.0432,0.01666,1.066,0.3843,0.258,0.16144,0.016004
20/03/2015,58.6,0.0453,0.01686,1.0821,0.38853,0.2617,0.16117,0.01605
23/03/2015,58.5,0.0442,0.01703,1.0946,0.39349,0.2665,0.1609,0.016087
24/03/2015,57.7,0.0431,0.01731,1.0924,0.39185,0.267,0.16111,0.016038
25/03/2015,57.6,0.0449,0.01744,1.097,0.38653,0.2685,0.16092,0.016021
26/03/2015,57.3,0.0427,0.01745,1.0884,0.38442,0.2665,0.16105,0.015892
27/03/2015,56.6,0.0427,0.01729,1.0889,0.3831,0.2657,0.16086,0.015985
30/03/2015,55.9,0.0424,0.01736,1.0833,0.38337,0.2651,0.1611,0.015998
31/03/2015,54.8,0.0427,0.01718,1.0731,0.38506,0.2632,0.16129,0.016048
1/4/2015,54,0.0418,0.01736,1.0763,0.38489,0.2652,0.16141,
2/4/2015,51.8,0.0426,0.01771,1.088,0.38674,0.2672,0.16128,
3/4/2015,50.6,0.0441,0.01769,1.0969,0.38877,0.2705,0.16269,0.016138
7/4/2015,50.6,0.0421,0.01817,1.0814,0.38431,0.2676,0.16139,0.016052
8/4/2015,50.5,0.0425,0.01864,1.0781,0.38479,0.2691,0.16122,0.016074
9/4/2015,50.5,0.0429,0.01928,1.0659,0.38168,0.2647,0.16124,0.016049
10/4/2015,50.5,0.0431,0.01866,1.0604,0.3804,0.2635,0.16106,0.016058
13/04/2015,50.4,0.0444,0.01918,1.0567,0.37456,0.2637,0.16084,0.016019
14/04/2015,52,0.0455,0.01962,1.0655,0.37189,0.2654,0.16099,0.016058
15/04/2015,52.1,0.0446,0.02015,1.0684,0.37045,0.2657,0.16118,0.01603
16/04/2015,52.2,0.0478,0.02008,1.0761,0.37332,0.2673,0.16131,0.016046
17/04/2015,52.2,0.0477,0.01925,1.0806,0.3734,0.2684,0.16138,0.01599
20/04/2015,52.1,0.0438,0.01875,1.0738,0.37058,0.2691,0.16131,0.015833
21/04/2015,52.1,0.044,0.0186,1.0736,0.37238,0.2693,0.16126,0.015906
22/04/2015,53.6,0.0443,0.0192,1.0725,0.3688,0.2689,0.16143,0.015875
23/04/2015,54.2,0.0444,0.0197,1.0824,0.37016,0.2705,0.16134,0.015804
24/04/2015,56.5,0.0436,0.01965,1.0873,0.36839,0.2695,0.16146,0.015678
27/04/2015,57.8,0.0436,0.01928,1.0891,0.37379,0.273,0.16085,0.015802
28/04/2015,59.3,0.0442,0.01947,1.0981,0.37614,0.275,0.1612,0.015859
29/04/2015,57.9,0.0483,0.0196,1.1128,0.3752,0.2774,0.16138,0.015757
30/04/2015,57.9,0.0471,0.01937,1.1224,0.37423,0.2775,0.16127,0.01574
4/5/2015,57.8,0.0471,0.01919,1.1146,0.36853,0.2767,0.16105,0.015718
5/5/2015,58.5,0.0479,0.01979,1.1185,0.36976,0.2776,0.16109,0.015785
6/5/2015,59.3,0.0476,0.01973,1.1347,0.37145,0.2805,0.16126,0.015727
7/5/2015,59.2,0.0487,0.01991,1.1267,0.37244,0.2785,0.16114,0.015589
8/5/2015,58.6,0.0474,0.01959,1.1199,0.37099,0.2769,0.16113,0.015704
11/5/2015,59.3,0.0474,0.0195,1.1155,0.3713,0.2733,0.16107,0.015607
12/5/2015,60.7,0.0478,0.02002,1.1213,0.37546,0.2734,0.16106,0.015566
13/05/2015,60.5,0.0483,0.02028,1.1354,0.38028,0.2772,0.16124,0.01562
14/05/2015,59.4,0.0488,0.02,1.141,0.38597,0.2805,0.16125,0.015764
15/05/2015,59.3,0.0476,0.0202,1.1451,0.38818,0.2835,0.16115,0.015763
18/05/2015,59.3,0.0463,0.02035,1.1315,0.38749,0.2776,0.16117,0.015689
19/05/2015,59.3,0.0474,0.02018,1.115,0.38555,0.2752,0.16113,0.015683
20/05/2015,58.8,0.0483,0.02011,1.1094,0.38782,0.2721,0.16125,0.015723
21/05/2015,58.9,0.0482,0.02001,1.1112,0.38633,0.2712,0.16135,0.015721
22/05/2015,59.1,0.0482,0.02,1.1013,0.38476,0.268,0.16136,0.015738
25/05/2015,59.6,0.0485,0.02002,1.0978,0.38234,0.2674,0.16124,0.015723
26/05/2015,60.8,0.0464,0.01964,1.0873,0.37857,0.2621,0.16118,0.015632
27/05/2015,61.5,0.0474,0.01932,1.0904,0.37847,0.2642,0.16131,0.015646
28/05/2015,61.5,0.0477,0.01899,1.0949,0.37671,0.2643,0.16119,0.01568
29/05/2015,61.1,0.0475,0.01911,1.0986,0.3755,0.2673,0.16133,0.015677
1/6/2015,61.8,0.0475,0.01867,1.0927,0.37257,0.2655,0.16127,0.015723
2/6/2015,61.8,0.0475,0.01894,1.1151,0.37393,0.2707,0.16135,0.015702
3/6/2015,62.6,0.0478,0.01841,1.1275,0.37234,0.2709,0.16133,0.015622
4/6/2015,63.3,0.0475,0.01774,1.1238,0.37488,0.2695,0.16125,0.015631
5/6/2015,63.4,0.0475,0.01778,1.1114,0.37564,0.2672,0.16125,0.015594
8/6/2015,63.3,0.0473,0.01792,1.1291,0.36343,0.2705,0.16116,0.015639
9/6/2015,63.3,0.0472,0.01804,1.1283,0.36323,0.2701,0.16117,0.015619
10/6/2015,64.1,0.0474,0.01842,1.1324,0.3655,0.2734,0.16112,0.015679
11/6/2015,64.8,0.0476,0.01828,1.1258,0.37003,0.2724,0.16108,0.015633
12/6/2015,64.8,0.0475,0.01812,1.1266,0.36854,0.272,0.16111,0.015595
15/06/2015,64.8,0.0466,0.01834,1.1283,0.36553,0.2716,0.16107,0.015604
16/06/2015,64.1,0.046,0.01856,1.1248,0.36578,0.2714,0.16105,0.015573
17/06/2015,63.3,0.046,0.01864,1.1337,0.36951,0.2729,0.16104,0.015646
18/06/2015,62.6,0.0473,0.01871,1.1359,0.3686,0.2723,0.16106,0.01571
19/06/2015,61.8,0.0461,0.01848,1.1352,0.37104,0.2716,0.16103,0.015747
23/06/2015,62.3,0.0465,0.01858,1.1167,0.37334,0.2683,0.16109,0.015722
24/06/2015,62.8,0.0474,0.01836,1.1205,0.37348,0.2686,0.16114,0.015742
25/06/2015,62.8,0.0476,0.01827,1.1205,0.37663,0.2686,0.16106,0.015735
26/06/2015,62.3,0.0477,0.01825,1.1167,0.3752,0.2677,0.16105,0.01576
29/06/2015,61.5,0.0474,0.01796,1.1236,0.37003,0.2678,0.16107,0.015698
30/06/2015,61.5,0.0476,0.01807,1.1147,0.37295,0.2658,0.16108,0.015722
1/7/2015,60.8,0.0476,0.01791,1.1053,0.37154,0.2639,0.16128,0.015734
2/7/2015,60,0.0476,0.01802,1.1084,0.37245,0.2644,0.1612,0.015796
3/7/2015,59.3,0.0473,0.01787,1.1114,0.37182,0.265,0.16117,0.015769
6/7/2015,57.7,0.0471,0.01759,1.1056,0.37338,0.263,0.16107,0.015807
7/7/2015,55.5,0.0464,0.01764,1.1011,0.3724,0.2617,0.1613,0.015753
8/7/2015,53.3,0.0463,0.01741,1.1077,0.37197,0.2614,0.16106,0.015758
9/7/2015,54,0.0456,0.0175,1.1036,0.37332,0.2618,0.16098,0.015792
10/7/2015,54,0.0456,0.01775,1.1162,0.37499,0.2668,0.16099,0.015785
13/07/2015,54,0.045,0.01768,1.1002,0.37794,0.2659,0.1611,0.015761
14/07/2015,53.6,0.045,0.01773,1.1009,0.37997,0.2666,0.16105,0.015803
15/07/2015,53.3,0.0446,0.01758,1.095,0.37795,0.2652,0.16106,0.015746
16/07/2015,53.3,0.0453,0.01756,1.0875,0.37645,0.2645,0.16099,0.015753
17/07/2015,53.3,0.0458,0.01755,1.083,0.37699,0.2637,0.161,0.015755
20/07/2015,54,0.0439,0.01754,1.0825,0.37062,0.2625,0.161,0.015713
21/07/2015,55.5,0.0453,0.01755,1.0935,0.37249,0.2646,0.161,0.015728
22/07/2015,53.3,0.0453,0.01741,1.0929,0.36941,0.2654,0.16108,0.01573
23/07/2015,52.5,0.045,0.01731,1.0984,0.3657,0.2665,0.16094,0.015645
24/07/2015,52.5,0.0455,0.01711,1.0984,0.36534,0.2648,0.16107,0.015593
27/07/2015,52.2,0.0452,0.01668,1.1088,0.36079,0.2691,0.16106,0.015576
28/07/2015,52.9,0.0447,0.01669,1.106,0.3623,0.2686,0.16106,0.015673
29/07/2015,53.7,0.0454,0.01705,1.0984,0.36149,0.266,0.1613,0.015667
30/07/2015,55.2,0.0474,0.01672,1.0932,0.35932,0.2638,0.16104,0.01559
31/07/2015,54.9,0.0471,0.0162,1.0984,0.36095,0.2652,0.16109,0.015611
3/8/2015,56.6,0.0452,0.01574,1.095,0.35962,0.2642,0.16105,0.015582
4/8/2015,55.9,0.0464,0.01587,1.0881,0.3593,0.2602,0.16097,0.015674
5/8/2015,57.3,0.0463,0.01575,1.0906,0.35887,0.2612,0.161,0.015701
6/8/2015,58.1,0.047,0.01551,1.0925,0.36026,0.2608,0.16103,0.015693
7/8/2015,58.1,0.0473,0.01562,1.0967,0.35962,0.2621,0.16106,0.015679
10/8/2015,57.6,0.0466,0.01588,1.1019,0.35973,0.2624,0.16102,0.01568
11/8/2015,57.3,0.0463,0.01556,1.1042,0.3597,0.2633,0.15809,0.015544
12/8/2015,56.3,0.0468,0.01557,1.1159,0.36003,0.2666,0.15659,0.015398
13/08/2015,56.4,0.046,0.01546,1.115,0.35469,0.2668,0.15626,0.015335
14/08/2015,57.2,0.0454,0.01541,1.1109,0.35307,0.2657,0.15648,0.015365
17/08/2015,56.5,0.0448,0.01529,1.1078,0.34866,0.2659,0.15635,0.015288
18/08/2015,56.2,0.0469,0.01518,1.1024,0.34542,0.2648,0.1564,0.015262
19/08/2015,55.5,0.0466,0.01502,1.112,0.34183,0.2663,0.15631,0.015369
20/08/2015,55.5,0.0451,0.0147,1.1242,0.34294,0.2683,0.15654,0.015283
21/08/2015,55.5,0.0454,0.01448,1.1386,0.34258,0.2692,0.15657,0.015101
24/08/2015,54.7,0.0451,0.01411,1.1619,0.33985,0.2728,0.15615,0.014921
25/08/2015,54.6,0.0443,0.01448,1.1517,0.34008,0.2707,0.15595,0.015077
26/08/2015,54.6,0.0459,0.01451,1.1314,0.34095,0.2673,0.15597,0.015149
27/08/2015,54.5,0.047,0.01512,1.1246,0.34374,0.2657,0.15616,0.015159
28/08/2015,56.2,0.0472,0.01528,1.1185,0.34201,0.2654,0.15656,0.015117
31/08/2015,56.3,0.0449,0.01559,1.1211,0.3431,0.2649,0.15684,0.015057
1/9/2015,57,0.0458,0.01498,1.1315,0.34122,0.2661,0.15713,0.015064
2/9/2015,57,0.0452,0.01492,1.1227,0.33998,0.2649,0.15734,0.015105
7/9/2015,57.9,0.0455,0.01447,1.117,0.32983,0.2637,0.15702,0.01495
8/9/2015,58.7,0.045,0.0147,1.1203,0.33219,0.265,0.15705,0.015086
9/9/2015,59.4,0.0453,0.01461,1.1207,0.32937,0.2659,0.1568,0.015011
10/9/2015,60.1,0.0466,0.01476,1.128,0.33088,0.2678,0.15656,0.015088
11/9/2015,60.1,0.0459,0.01475,1.1338,0.32826,0.2694,0.15688,0.015096
14/09/2015,60.1,0.0455,0.01477,1.1317,0.32722,0.2689,0.15702,0.015083
15/09/2015,59.3,0.0454,0.01497,1.1269,0.32998,0.2682,0.15701,0.015049
16/09/2015,58.6,0.046,0.01527,1.129,0.33352,0.2684,0.15695,0.015094
17/09/2015,58.6,0.0465,0.01528,1.1435,0.332,0.2718,0.15709,0.015135
18/09/2015,58.7,0.0459,0.01504,1.1298,0.3328,0.2689,0.15714,0.01518
21/09/2015,58.6,0.0461,0.01508,1.119,0.33262,0.2673,0.15696,0.015221
22/09/2015,58.6,0.046,0.01515,1.112,0.33041,0.2645,0.15689,0.015175
23/09/2015,57.8,0.0472,0.01508,1.1186,0.32912,0.2649,0.15665,0.015086
24/09/2015,57.8,0.0467,0.01513,1.123,0.32887,0.2661,0.15673,0.015102
25/09/2015,57.8,0.0464,0.01527,1.1195,0.32874,0.265,0.15685,0.015114
28/09/2015,57.8,0.0465,0.01505,1.1244,0.327,0.265,0.15709,0.015063
29/09/2015,57.4,0.0466,0.0152,1.1249,0.32926,0.2656,0.15718,0.015167
30/09/2015,57.2,0.0472,0.01529,1.1177,0.33046,0.2632,0.15732,0.015253
8/10/2015,57.2,0.047,0.01628,1.1276,0.34558,0.267,0.15741,0.015428
9/10/2015,57.7,0.0458,0.01618,1.1358,0.34344,0.269,0.15761,0.015437
12/10/2015,57.9,0.0461,0.01606,1.1358,0.34165,0.2688,0.15816,0.015449
13/10/2015,57.7,0.0465,0.01586,1.1379,0.338,0.2689,0.15766,0.01536
14/10/2015,56.9,0.0465,0.01597,1.1474,0.34324,0.2712,0.15755,0.01543
15/10/2015,56.2,0.046,0.01628,1.1386,0.34717,0.2689,0.15757,0.015437
16/10/2015,55.8,0.047,0.01632,1.1348,0.34567,0.2679,0.15741,0.015454
19/10/2015,55.8,0.0463,0.01604,1.1327,0.34415,0.2667,0.15726,0.015404
20/10/2015,55.5,0.045,0.01612,1.1346,0.34469,0.2663,0.15753,0.015379
21/10/2015,54.1,0.0449,0.01597,1.1339,0.34527,0.2642,0.15748,0.015353
22/10/2015,53.7,0.0447,0.01596,1.1109,0.34813,0.2613,0.15733,0.015418
23/10/2015,53.5,0.044,0.01604,1.1018,0.3439,0.2592,0.15739,0.015379
26/10/2015,53.5,0.0441,0.01586,1.1058,0.34598,0.2586,0.15735,0.015403
27/10/2015,52.7,0.0437,0.01528,1.1051,0.34441,0.2579,0.1574,0.015358
28/10/2015,51.9,0.0435,0.01564,1.0923,0.34184,0.255,0.1572,0.015344
29/10/2015,51,0.0428,0.01553,1.0977,0.34037,0.2565,0.15737,0.015284
30/10/2015,50.6,0.0436,0.01561,1.1006,0.34305,0.259,0.15833,0.015285
2/11/2015,50.1,0.0434,0.01571,1.1016,0.35413,0.2586,0.15785,0.015252
3/11/2015,48.7,0.043,0.01598,1.0964,0.35343,0.2579,0.15779,0.01525
4/11/2015,47.9,0.0434,0.01583,1.0866,0.34929,0.256,0.15784,0.015241
5/11/2015,47.9,0.044,0.01579,1.0884,0.34955,0.256,0.1576,0.015177
6/11/2015,47.2,0.0445,0.0155,1.0741,0.34268,0.2515,0.15746,0.015133
9/11/2015,46.6,0.0439,0.01548,1.0752,0.34236,0.2526,0.15715,0.015054
10/11/2015,46.6,0.0442,0.0155,1.0724,0.34293,0.2531,0.15717,0.015101
11/11/2015,46.6,0.0437,0.01528,1.0743,0.34792,0.2549,0.15701,
12/11/2015,46.5,0.0435,0.01497,1.0814,0.34904,0.2554,0.15701,0.015138
13/11/2015,46.5,0.0432,0.01498,1.0773,0.34957,0.2538,0.15689,0.015129
16/11/2015,46.6,0.0428,0.01531,1.0686,0.34687,0.2518,0.15695,0.015164
17/11/2015,46.6,0.0428,0.01534,1.0642,0.34861,0.2507,0.15675,0.015148
18/11/2015,45.7,0.042,0.01543,1.066,0.34936,0.251,0.15662,0.015149
19/11/2015,45.3,0.0421,0.0155,1.0734,0.35173,0.2524,0.15669,0.015128
20/11/2015,45,0.0415,0.01546,1.0646,0.35349,0.2512,0.15653,0.015127
23/11/2015,45,0.0418,0.01519,1.0636,0.35077,0.2501,0.15659,0.01506
24/11/2015,44.7,0.042,0.01528,1.0643,0.34755,0.2497,0.15652,0.015083
25/11/2015,44.2,0.0424,0.01525,1.0624,0.34613,0.2488,0.15656,0.015068
26/11/2015,44.1,0.0426,0.01518,1.061,0.34218,0.2483,0.15651,0.015008
27/11/2015,44.1,0.0425,0.01505,1.0593,0.34194,0.248,0.15634,0.014959
30/11/2015,43.3,0.0421,0.01506,1.0565,0.34329,0.2474,0.15632,0.015034
1/12/2015,42.6,0.0419,0.01498,1.0633,0.34576,0.2484,0.15637,0.015051
2/12/2015,40.9,0.0427,0.01484,1.0615,0.34614,0.2481,0.15632,0.015019
3/12/2015,40.9,0.0433,0.0148,1.094,0.3467,0.2525,0.15657,0.014968
4/12/2015,40.2,0.0422,0.01468,1.0881,0.34558,0.2521,0.15623,0.014999
7/12/2015,39.6,0.0432,0.01445,1.0837,0.34324,0.2507,0.15603,0.014976
8/12/2015,39.2,0.0437,0.01442,1.0892,0.34365,0.2508,0.15583,0.014957
9/12/2015,39,0.0435,0.01435,1.1025,0.34286,0.2536,0.15554,0.014956
10/12/2015,38.7,0.0425,0.01453,1.0941,0.342,0.2517,0.1553,0.014978
11/12/2015,37.9,0.042,0.01421,1.0986,0.33527,0.2517,0.1549,0.014891
14/12/2015,37.9,0.0421,0.01417,1.0992,0.33566,0.2518,0.15487,0.014908
15/12/2015,37.9,0.0418,0.0143,1.0931,0.33725,0.2534,0.15455,0.014956
16/12/2015,37.5,0.0424,0.01421,1.0912,0.3405,0.2537,0.15444,0.015057
17/12/2015,37.5,0.0427,0.01404,1.0826,0.34138,0.2517,0.15419,0.015055
18/12/2015,38.7,0.0422,0.01409,1.0868,0.3439,0.2544,0.15426,0.015075
21/12/2015,39.5,0.043,0.01404,1.0915,0.34324,0.2566,0.15431,0.015091
22/12/2015,39.8,0.0437,0.01404,1.0957,0.34129,0.2577,0.15441,0.015095
23/12/2015,39.8,0.0438,0.01434,1.0912,0.34279,0.2571,0.15435,0.015134
24/12/2015,40.1,0.0437,0.01422,1.0963,0.34264,0.2587,0.15433,
25/12/2015,40.8,0.0437,0.01421,1.096,0.3426,0.259,0.15473,
28/12/2015,40.7,0.0426,0.01382,1.0968,0.34411,0.2584,0.15412,0.015119
29/12/2015,41.5,0.042,0.01383,1.092,0.34412,0.2581,0.15421,0.015096
30/12/2015,43,0.0416,0.01359,1.0933,0.34262,0.2568,0.15408,0.015042
31/12/2015,43.4,0.0416,0.0137,1.0862,0.34258,0.2548,0.154,0.015102
4/1/2016,43.9,0.0414,0.01373,1.0831,0.33739,0.252,0.15296,0.01502
5/1/2016,44.7,0.0415,0.01363,1.0748,0.33495,0.2495,0.15323,0.015041
6/1/2016,43.9,0.0428,0.01337,1.0781,0.33296,0.2477,0.15246,0.014993
7/1/2016,43,0.0428,0.01336,1.0932,0.33358,0.2515,0.15166,0.014948
8/1/2016,42.6,0.0428,0.01337,1.0922,0.33105,0.2502,0.15167,0.014956
11/1/2016,42.1,0.0427,0.01313,1.0859,0.3292,0.2495,0.15228,0.014975
12/1/2016,41.9,0.0431,0.01299,1.0858,0.32965,0.2491,0.15217,0.014937
13/01/2016,41.2,0.0429,0.01305,1.0877,0.33039,0.25,0.15205,0.014944
14/01/2016,40.6,0.0415,0.01313,1.0865,0.33067,0.2473,0.15172,0.014854
15/01/2016,40.8,0.041,0.01286,1.0916,0.32809,0.2436,0.15189,0.014753
18/01/2016,42,0.0407,0.0126,1.0892,0.3294,0.2443,0.15202,0.014778
19/01/2016,42.1,0.0405,0.0127,1.0908,0.32895,0.2452,0.15194,0.014763
20/01/2016,42.1,0.0409,0.01229,1.089,0.32866,0.2426,0.15188,0.01471
21/01/2016,41.4,0.0402,0.01214,1.0874,0.33193,0.2421,0.15195,0.014748
22/01/2016,41.4,0.0407,0.01282,1.0796,0.33321,0.2421,0.15201,0.014798
25/01/2016,41.4,0.0403,0.01249,1.0849,0.33091,0.2424,0.15194,0.014765
26/01/2016,41,0.0402,0.01269,1.087,0.33242,0.2443,0.15198,0.01476
27/01/2016,41.7,0.0401,0.01282,1.0893,0.33314,0.2433,0.15202,0.014674
28/01/2016,41.5,0.0398,0.01309,1.094,0.33679,0.2453,0.15208,0.014693
29/01/2016,41.4,0.039,0.01321,1.0831,0.33848,0.245,0.15209,0.014732
1/2/2016,41.4,0.0391,0.01293,1.0888,0.33947,0.2475,0.15201,0.014743
2/2/2016,41.6,0.0386,0.01253,1.0919,0.33871,0.2478,0.15186,0.01471
3/2/2016,41.9,0.0388,0.01303,1.1105,0.34314,0.251,0.15205,0.014759
4/2/2016,41.9,0.0387,0.01302,1.1209,0.34336,0.2535,0.1523,0.014804
5/2/2016,42,0.0386,0.013,1.1158,0.34272,0.2531,0.15213,0.014732
15/02/2016,43.6,0.0371,0.01299,1.1156,0.33943,0.2537,0.15386,0.014677
16/02/2016,43.7,0.0373,0.01284,1.1144,0.33574,0.2529,0.15343,0.014603
17/02/2016,44.5,0.0372,0.01331,1.1128,0.33832,0.253,0.15328,0.014635
18/02/2016,44.8,0.0379,0.01313,1.1107,0.33694,0.2528,0.15348,0.014592
19/02/2016,45.1,0.0371,0.01299,1.113,0.33877,0.2546,0.15335,0.014546
22/02/2016,48.8,0.0369,0.01332,1.103,0.34051,0.253,0.15329,0.014589
23/02/2016,48.3,0.0367,0.0131,1.102,0.3397,0.2516,0.15322,0.014584
24/02/2016,47.2,0.0366,0.01319,1.1013,0.34053,0.2516,0.15317,0.014613
25/02/2016,47,0.0369,0.01328,1.1018,0.34146,0.253,0.15296,0.014546
26/02/2016,46.5,0.0366,0.01311,1.0934,0.33427,0.2498,0.15285,0.014545
29/02/2016,46.4,0.0372,0.01341,1.0873,0.33718,0.2501,0.15258,0.014664
1/3/2016,47.1,0.0368,0.01365,1.0868,0.34057,0.2509,0.15262,0.01479
2/3/2016,47.9,0.0376,0.01363,1.0868,0.34,,,
